carrec,r2013,dieta,dietes,retribucio,total,nom,dept,detalls,naut,danual,column,column2,carrec2
Consell d’Administració de Ferrocarrils de la Generalitat de Catalunya | Conseller/a (Representat sindical d'empresa-CCOO),4,386.75,"€1,547.00",,"€1,547.00","Rius Rovira, Jaume",PO,,386.75,1547,,,Conseller/a (Representat sindical d'empresa-CCOO)
Patronat ESMUC  | Patró,2,120,€240.00,,€240.00,"Robert Òdena, Eduard",EN,,120,240,,,Patró
Com Delimitació Temtonal | Vocals titulars,3,43.2,€129.60,,€129.60,"Roca Cladera, Josep",GO,,43.2,129.6,,,Vocals titulars
Consell Assessor de Ports de la Generalitat | Secretària (Responsable de l'Àrea Jurídica de Ports de la Generalitat),3,167.68,€503.04,,€503.04,"Roca Isart, Esther",PO,,167.68,503.04,,,Secretària (Responsable de l'Àrea Jurídica de Ports de la Generalitat)
Comitè Executiu de Ports de la Generalitat | Secretària (Responsable de l'Àrea Jurídica de Ports de la Generalitat),9,135,"€1,215.00",,"€1,215.00","Roca Isart, Esther",PO,,135,1215,,,Secretària (Responsable de l'Àrea Jurídica de Ports de la Generalitat)
Junta de Govern de la Institució de les Lletres Catalanes | Vocal en repr. del Consell Assessor de la ILC,6,59.5,€357.00,,€357.00,"Roca Perich, Maria Mercè",CU,,59.5,357,,,Vocal en repr. del Consell Assessor de la ILC
Consell Assessor de la Institució de les Lletres Catalanes | Vocal en repr. del Consell Assessor de la ILC,2,59.5,€119.00,,€119.00,"Roca Perich, Maria Mercè",CU,,59.5,119,,,Vocal en repr. del Consell Assessor de la ILC
Memorial Democràtic - Consell Assessor | Membre,2,251.52,€503.04,,€503.04,"Roca Rosell, Antoni",GO,,251.52,503.04,,,Membre
Consell Escolar Catalunya Ple i Comissions | Membre,12,43.27,€519.24,,€519.24,"Rodríguez Albertos, Àngela",EN,,43.27,519.24,,,Membre
| Director de Serveis,,,,"€76,270.38","€76,270.38","Rodríguez Guasch, Xavier",SA,2013,,,,,Director de Serveis
Consell Assessor de Ports de la Generalitat | Gerent (Gerent de Ports de la Generalitat),3,167.68,€503.04,,€503.04,"Rodriguez Muñoz, Maria Dolors",PO,,167.68,503.04,,,Gerent (Gerent de Ports de la Generalitat)
Comitè Executiu de Ports de la Generalitat | Gerent (Gerent de Ports de la Generalitat),9,135,"€1,215.00",,"€1,215.00","Rodriguez Muñoz, Maria Dolors",PO,,135,1215,,,Gerent (Gerent de Ports de la Generalitat)
"Junta Arbitral del Transport de Catalunya. Barcelona, Girona i Lleida | Vocal Representant d’empreses de ferrocarrils",20,64.91,"€1,298.20",,"€1,298.20","Rodriguez Serrano, Juan",PO,,64.91,1298.2,,,Vocal Representant d’empreses de ferrocarrils
Promotora d'Exportacions Catalanes SA | Vocal,3,162.27,€486.81,,€486.81,"Rodríguez Urraca, Miquel",AG,,162.27,486.81,,,Vocal
Consell d’Administració de l’Agència de l’Habitatge de Catalunya | Gerent (Gerent Agència de l'Habitatge de Catalunya),4,440.84,"€1,763.36",,"€1,763.36","Rodríguez-marin Sastre, José Pablo",PO,,440.84,1763.36,,,Gerent (Gerent Agència de l'Habitatge de Catalunya)
Comissió Territorial d’Urbanisme de Tarragona. Ponència Tècnica | Tècnic assessor Arquitecte del Servei Territorial d’Urbanisme del Departament de Territori i Sostenibilitat a Tarragona,8,64.91,€519.28,,€519.28,"Rofes Gibert, Marta",PO,,64.91,519.28,,,Tècnic assessor Arquitecte del Servei Territorial d’Urbanisme del Departament de Territori i Sostenibilitat a Tarragona
Comissió de Política Territorial i Urbanisme de Catalunya | Vocal de lliure designació,4,0,€0.00,,€0.00,"Roger Casamada, Ramon",PO,,RENUNCIA A LA DIETA,0,,,Vocal de lliure designació
Jurat Expropiació Lleida | Vocals suplents,20,108,"€2,160.00",,"€2,160.00","Roig Bravo, Marta",GO,,108,2160,,,Vocals suplents
Comissió Territorial d’Urbanisme de l’Àmbit Metropolità de Barcelona. Ponència Tècnica | Vocal Àrea Metropolitana de Barcelona,8,64.91,€519.28,,€519.28,"Roig Roch, Miquel _x000c_",PO,64.91,No autoritza publicació,519.28,,,Vocal Àrea Metropolitana de Barcelona
"Institut Català de Finances, Comissió de Finançament Agroalimentari | Vocal",9,379,"€3,411.00",,"€3,411.00","Roig Rovira, Lluís",EC,,379,3411,,,Vocal
Consell Rector de l’Institut per al Desenvolupament de les Comarques de l’Ebre (IDECE) | Vocal (Representant del Consell Comarcal de la Terra Alta),2,63.11,€126.22,,€126.22,"Roig Segura, Soraia",PO,,63.11,126.22,,,Vocal (Representant del Consell Comarcal de la Terra Alta)
Comissió de Cooperació Local de Catalunya | Vocals suplents Generalitat,3,37.86,€113.58,,€113.58,"Roig Vifials, Jordi",GO,,Pendent autorització,113.58,,,Vocals suplents Generalitat
Comissió Territorial d’Urbanisme de Terres de l’Ebre | Vocal Associació Catalana de Municipis i Comarques. Ajuntament de Tortosa,5,64.91,€324.55,,€324.55,"Roigé Pedrola, Meritxell",PO,,64.91,324.55,,,Vocal Associació Catalana de Municipis i Comarques. Ajuntament de Tortosa
Consell Rector de l’Institut per al Desenvolupament de les Comarques de l’Ebre (IDECE) | Vocal (Representant del Grup Parlamentari CIU),2,63.11,€126.22,,€126.22,"Roigé Pedrola, Meritxell",PO,,63.11,126.22,,,Vocal (Representant del Grup Parlamentari CIU)
Institut d’Estadística de Catalunya (Idescat). Consell Rector | Vocal,1,64.91,€64.91,,€64.91,"Roigé Rafel, Josep M.",EC,,64.91,64.91,,,Vocal
Consell General Institut Català de les Empreses Culturals | Representant de l'Ass. Catalana de Productors Audiovisuals de Catalunya,2,162,€324.00,,€324.00,"Roigé Solé, Jordi",CU,,162,324,,,Representant de l'Ass. Catalana de Productors Audiovisuals de Catalunya
Com. Delimitació Territorial | Vocals suplents,3,43.2,€129.60,,€129.60,"Roma Cunill, Joan",GO,,43.2,129.6,,,Vocals suplents
| Oficina de Protocol,,,,"€56,941.19","€56,941.19","Roma Puig,marta",JU,2013,,,,,Oficina de Protocol
Comissió Territorial d’Urbanisme de Tarragona. Ponència Tècnica | Tècnic assessor Coordinadora Comarcal d’Urbanisme dels Serveis Territorials del Departament de Territori i Sostenibilitat a Tarragona,8,64.91,€519.28,,€519.28,"Romeo Rech, Ana Maria",PO,,64.91,519.28,,,Tècnic assessor Coordinadora Comarcal d’Urbanisme dels Serveis Territorials del Departament de Territori i Sostenibilitat a Tarragona
COMISSIÓ DE CONTROL DELS DISPOSITIUS DE VIDEOVIGILÀNCIA DE CATALUNYA | Vocal,6,54.09,€324.54,,€324.54,"Romero De Tejada, José Maria",IT,,54.09,324.54,,,Vocal
Com Delimitació Temtonal | Vocals titulars,3,43.2,€129.60,,€129.60,Romero Hernandez. Teodoro,GO,,Pendent autorització,129.6,,,Vocals titulars
Comissió Territorial d’Urbanisme de la Vall d’Aran | Vocal Cap de la Unitat de Carreteres de l’Estat a Lleida (AGE),4,64.91,€259.64,,€259.64,"Romero Lacasa, Juan Antonio",PO,64.91,No autoritza publicació,259.64,,,Vocal Cap de la Unitat de Carreteres de l’Estat a Lleida (AGE)
Comissió Territorial d’Urbanisme de Lleida. Ponència Tècnica | Vocal Cap de la Unitat de Carreteres de l’Estat a Lleida del Ministeri de Foment (AGE),8,64.91,€519.28,,€519.28,"Romero Lacasa, Juan Antonio",PO,64.91,No autoritza publicació,519.28,,,Vocal Cap de la Unitat de Carreteres de l’Estat a Lleida del Ministeri de Foment (AGE)
Comissió de Cooperació Local de Catalunya | Vocals suplents Adm. Locals,3,37.86,€113.58,,€113.58,"Roque Riu, Ramon",GO,,37.86,113.58,,,Vocals suplents Adm. Locals
Comissió Territorial d’Urbanisme de Girona | Vocal Director dels Serveis Territorials del Departament d’Empresa i Ocupació a Girona,8,64.91,€519.28,,€519.28,"Roquer Padrosa, Ferran",PO,,64.91,519.28,,,Vocal Director dels Serveis Territorials del Departament d’Empresa i Ocupació a Girona
Consell de Govern del Consorci Port de Portbou | Vocal (Director dels Serveis Territorials d'Empresa i Ocupació a Girona e.f.),4,28.5,€114.00,,€114.00,"Roquer Padrosa, Ferran",PO,,28.5,114,,,Vocal (Director dels Serveis Territorials d'Empresa i Ocupació a Girona e.f.)
Consell Escolar Catalunya Ple i Comissions | Membre,12,43.27,€519.24,,€519.24,"Ros Calsina, Montserrat",EN,,43.27,519.24,,,Membre
Consell Escolar Catalunya Ple i Comissions | Membre,12,43.27,€519.24,,€519.24,"Ros Clavell, M. Immaculada",EN,,43.27,519.24,,,Membre
Consell Assessor de Ports de la Generalitat | Vocal (President de l'Associació Catalana d'Activitats Marítimes),3,167.68,€503.04,,€503.04,"Ros Pijoan, Josep",PO,,167.68,503.04,,,Vocal (President de l'Associació Catalana d'Activitats Marítimes)
Comissió de Política Territorial i Urbanisme de Catalunya | Vocal Subdirector General de la Planificació Territorial i Paisatge de la  Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat,4,64.91,€259.64,,€259.64,"Rosell Mir, Eduard",PO,64.91,No autoritza publicació,259.64,,,Vocal Subdirector General de la Planificació Territorial i Paisatge de la  Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat
Consell Escolar Catalunya Ple i Comissions | Membre,4,43.27,€173.08,,€173.08,"Rosillo López, Manuel",EN,,43.27,173.08,,,Membre
Comissió Directora ICQP | Membre,2,37.86,€75.72,,€75.72,"Rosillo López, Manuel",EN,,37.86,75.72,,,Membre
Consell Català de I'FP | Titular,12,37.86,€454.32,,€454.32,"Rosillo López, Manuel",EN,,37.86,454.32,,,Titular
"Institut Català de Finances, Junta de Govern | Vocal",11,540.9,"€5,949.90",,"€5,949.90","Roure Alomar, Joan",EC,,540.9,5949.9,,,Vocal
"Institut Català de Finances, Comissió d’Inversions en Capital | Vocal",11,379,"€4,169.00",,"€4,169.00","Roure Alomar, Joan",EC,,379,4169,,,Vocal
Comissió Territorial d’Urbanisme de la Vall d’Aran. Ponència Tècnica | Vocal Cap de Secció d’Obres i Manteniment dels Serveis Territorials del Departament d’Ensenyament a Lleida,4,64.91,€259.64,,€259.64,"Rovira Casals, Josep",PO,,64.91,259.64,,,Vocal Cap de Secció d’Obres i Manteniment dels Serveis Territorials del Departament d’Ensenyament a Lleida
Comissió Territorial d’Urbanisme de Lleida. Ponència Tècnica | Vocal Cap de la Secció d’Obres i Manteniment dels Serveis Territorials del Departament d’Ensenyament a Lleida,8,64.91,€519.28,,€519.28,"Rovira Casals, Josep",PO,,64.91,519.28,,,Vocal Cap de la Secció d’Obres i Manteniment dels Serveis Territorials del Departament d’Ensenyament a Lleida
Jurat Expropiació Barcelona | Vocals titulars,28,108,"€3,024.00",,"€3,024.00",Rovira Duran. Mana,GO,,108,3024,,,Vocals titulars
"Institut Català de Finances, Junta de Govern | Secretari",11,540.9,"€5,949.90",,"€5,949.90","Rovira García, Joan Carles",EC,,540.9,5949.9,,,Secretari
"Institut Català de Finances, Comissió de Finançament Agroalimentari | Vocal",9,379,"€3,411.00",,"€3,411.00","Rovira García, Joan Carles",EC,,379,3411,,,Vocal
"Institut Català de Finances, Comissió d’Inversions en Capital | Vocal",11,379,"€4,169.00",,"€4,169.00","Rovira García, Joan Carles",EC,,379,4169,,,Vocal
"Empresa de Promoció i Localització Industrial de Catalunya, SA (Avançsa) | Conseller Consell d'Administració (Director General Negoci Corporatiu i Capital Risc - ICF Holding)",11,378.64,"€4,165.04",,"€4,165.04","Rovira García, Joan Carles",IU,,378.64,4165.04,,,Conseller Consell d'Administració (Director General Negoci Corporatiu i Capital Risc - ICF Holding)
"Instruments Financers per a Empreses Innovadores, SL (IFEM). Consell d’Administració | Vocal",6,360,"€2,160.00",,"€2,160.00","Rovira García, Joan Carles",EC,,360,2160,,,Vocal
"Institut Català de Finances, Comissió Executiva | Secretari",11,270.45,"€2,974.95",,"€2,974.95","Rovira García, Joan Carles",EC,,270.45,2974.95,,,Secretari
Institut d’Estadística de Catalunya (Idescat). Consell Rector | Vocal,1,64.91,€64.91,,€64.91,"Rovira Homs, Joan Ramon",EC,,64.91,64.91,,,Vocal
Comissió Territorial d’Urbanisme de Tarragona | Vocal Alcalde - President de l’Ajuntament de l’Espluga de Francolí,8,64.91,€519.28,,€519.28,"Rovira Minguella, David",PO,,64.91,519.28,,,Vocal Alcalde - President de l’Ajuntament de l’Espluga de Francolí
Com. Delimitació Territorial | Vocals suplents,3,43.2,€129.60,,€129.60,"Rovira Minguella, David",GO,,Pendent autorització,129.6,,,Vocals suplents
Consell d’Administració de l’Agència de l’Habitatge de Catalunya | Vocal (Representant del  Comité d'Empresa),4,0,€0.00,,€0.00,"Rovira Valcarce, Jordi",PO,,RENUNCIA A LA DIETA,0,,,Vocal (Representant del  Comité d'Empresa)
Comissió Territorial d’Urbanisme de la Vall d’Aran. Ponència Tècnica | Vocal Secció de Comerç i Turisme dels Serveis Territorials del Departament d’Empresa i Ocupació a Lleida,4,64.91,€259.64,,€259.64,"Rubio Herraiz, Adela",PO,,64.91,259.64,,,Vocal Secció de Comerç i Turisme dels Serveis Territorials del Departament d’Empresa i Ocupació a Lleida
Comissió Territorial d’Urbanisme de Lleida. Ponència Tècnica | Vocal Cap de la Secció de Comerç i Turisme dels Serveis Territorials del Departament d’Empresa i Ocupació a Lleida,8,64.91,€519.28,,€519.28,"Rubio Herraiz, Adela",PO,,64.91,519.28,,,Vocal Cap de la Secció de Comerç i Turisme dels Serveis Territorials del Departament d’Empresa i Ocupació a Lleida
"Consell Assessor de Ports de la Generalitat | Vocal (Subdirectora General de Recursos Humans, Organització i Règim Interior de la Direcció de Serveis del Departament d’Economia i Coneixement)",3,167.68,€503.04,,€503.04,"Rubió Soto, Carme",PO,,167.68,503.04,,,"Vocal (Subdirectora General de Recursos Humans, Organització i Règim Interior de la Direcció de Serveis del Departament d’Economia i Coneixement)"
Comissió Territorial d’Urbanisme de Terres de l’Ebre | Vocal Directora dels Serveis Territorials del Departament d’Interior a les Terres de l’Ebre,5,64.91,€324.55,,€324.55,"Ruiz Fabregat, Eva Maria",PO,64.91,No autoritza publicació,324.55,,,Vocal Directora dels Serveis Territorials del Departament d’Interior a les Terres de l’Ebre
Consell de Direcció de l’Agència de Residus de Catalunya | Percep directament l’entitat Vocal (Representant d’ACITRE),3,346.18,"€1,038.54",,"€1,038.54","Ruiz Feltrer, Carles",PO,,346.18,1038.54,,,Percep directament l’entitat Vocal (Representant d’ACITRE)
| Conseller,,,,"€103,176.38","€103,176.38","Ruiz Garcia, Boi",SA,2013,,,,,Conseller
| Directora general ďAtenció a la Família i Comunitat Educativa,,,,"€76,270.34","€76,270.34","Ruiz Isern, Meritxell",EN,2013,,,,,Directora general ďAtenció a la Família i Comunitat Educativa
Consorci Administració Oberta de Catalunya - comisió executiva | Membre,6,225,"€1,350.00",,"€1,350.00",Ruiz Novella. Carles,GO,,225,1350,,,Membre
Comissió de Política Territorial i Urbanisme de Catalunya | Vocal Alcalde de l’Ajuntament de Viladecans,4,64.91,€259.64,,€259.64,Ruiz Novella. Carles,PO,,64.91,259.64,,,Vocal Alcalde de l’Ajuntament de Viladecans
"Comissió Territorial d’Urbanisme de Girona. Ponència Tècnica | Vocal de lliure designació, amb veu i sense vot Cap de l’Oficina d’Acció i Avaluació Ambiental dels Serveis Territorials del Departament de Territori i Sostenibilitat a Girona",8,64.91,€519.28,,€519.28,"Ruíz Pedreira, Jacobo",PO,,64.91,519.28,,,"Vocal de lliure designació, amb veu i sense vot Cap de l’Oficina d’Acció i Avaluació Ambiental dels Serveis Territorials del Departament de Territori i Sostenibilitat a Girona"
Consell Escolar Catalunya Ple i Comissions | President,18,43.27,€778.86,,€778.86,"Ruiz Tarragó, Ferran",EN,,43.27,778.86,,,President
| Assessor en matèria de seguiment i comunicació en I'àmbit ďensenyament,,,,"€68,746.49","€68,746.49","Ruiz Tarragó, Ferran",EN,2013,,,,,Assessor en matèria de seguiment i comunicació en I'àmbit ďensenyament
Institut d’Estadística de Catalunya (Idescat). Consell Català d’Estadística  | Vocal,1,64.91,€64.91,,€64.91,"Ruiz Viñals, Carme",EC,,64.91,64.91,,,Vocal
Comissió Territorial d’Urbanisme de la Vall d’Aran | Vocal Alcalde de l’Ajuntament de Naut Aran,4,64.91,€259.64,,€259.64,"Ruiz-canela Nieto, Cèsar",PO,,64.91,259.64,,,Vocal Alcalde de l’Ajuntament de Naut Aran
Comissió de Política Territorial i Urbanisme de Catalunya | Vocal Alcalde de l’Ajuntament de Naut Aran,4,64.91,€259.64,,€259.64,"Ruiz-canela Nieto, Cèsar",PO,,64.91,259.64,,,Vocal Alcalde de l’Ajuntament de Naut Aran
"Infraestructures de la Generalitat de Catalunya, SAU, Consell d’Administració | Vocal",12,627.45,"€7,529.40",,"€7,529.40","Rusinés Bonet, Maria Dolors",EC,,627.45,7529.4,,,Vocal
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat (CTTI) | Vocal Consell d'Administració (Titular de la SG del Dept de BE) ,11,573.3,"€6,306.30",,"€6,306.30","Rusinés Bonet, Maria Dolors",IU,,573.3,6306.3,,,Vocal Consell d'Administració (Titular de la SG del Dept de BE) 
Entitat Autònoma de Jocs i Apostes (EAJA). Consell d’Administració | Vocal,12,540,"€6,480.00",,"€6,480.00","Rusinés Bonet, Maria Dolors",EC,,540,6480,,,Vocal
Consell d’Administració de l’Agència de l’Habitatge de Catalunya | Vocal (Secretària General del Departament de Benestar Social i Família),4,440.84,"€1,763.36",,"€1,763.36","Rusinés Bonet, Maria Dolors",PO,,440.84,1763.36,,,Vocal (Secretària General del Departament de Benestar Social i Família)
